教学班,培养类型,课程代码,课程名称,课程性质,课程类别,授课语言,学分,学时,教师,上课信息,选课要求,面向对象,限制对象,本科生容量/已选,研究生容量/已选,开课院系
基础西班牙语-02班-英文,本,CLE048,基础西班牙语 Elementary Spanish,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期一第7-8节 一教303",,,,22 / 20,3 / 1,语言中心
基础法语-01班-英文,本,CLE051,基础法语 Elementary French,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期二第5-6节 一教303",,,,22 / 18,3 / 1,语言中心
基础法语-02班-英文,本,CLE051,基础法语 Elementary French,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期二第7-8节 一教303",,,,22 / 22,3 / 0,语言中心
English for Fluency-01班-英文,本,CLE060,English for Fluency English for Fluency,选修,外语类,英文,2.0,32.0,Albert Rush Evans,"1-15周,星期二第7-8节 一教508",,,,25 / 25,0 / 0,语言中心
English for Fluency-02班-英文,本,CLE060,English for Fluency English for Fluency,选修,外语类,英文,2.0,32.0,Albert Rush Evans,"1-15周,星期五第3-4节 一教508",,,,25 / 24,0 / 0,语言中心
理工科英文综合读写-01班-英文,本,CLE065,理工科英文综合读写 Reading & Writing for Understanding Science,选修,外语类,英文,2.0,32.0,董蓉蓉,"1-15周,星期二第5-6节 一教307",,,,25 / 25,3 / 0,语言中心
理工科英文综合读写-02班-英文,本,CLE065,理工科英文综合读写 Reading & Writing for Understanding Science,选修,外语类,英文,2.0,32.0,董蓉蓉,"1-15周,星期四第3-4节 一教504",,,,25 / 30,3 / 0,语言中心
欧洲语言与文化-01班-英文,本,CLE067,欧洲语言与文化 European Languages and Cultures,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期三第5-6节 一教303",,,,22 / 22,3 / 0,语言中心
欧洲语言与文化-02班-英文,本,CLE067,欧洲语言与文化 European Languages and Cultures,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期三第7-8节 一教303",,,,22 / 22,3 / 0,语言中心
专业英文词汇精讲-01班-英文,本,CLE069,专业英文词汇精讲 Subject Vocabulary,选修,外语类,英文,2.0,32.0,DANIEL LIVESEY BILLINGTON,"1-15周,星期一第3-4节 一教307",,,,25 / 25,3 / 0,语言中心
专业英文词汇精讲-02班-英文,本,CLE069,专业英文词汇精讲 Subject Vocabulary,选修,外语类,英文,2.0,32.0,DANIEL LIVESEY BILLINGTON,"1-15周,星期一第7-8节 一教307",,,,25 / 25,3 / 0,语言中心
English for Real-world Financial Communication-01,本,CLE071,English for Real-world Financial Communication,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"1-15周,星期五第3-4节 一教303",,,,22 / 21,3 / 0,语言中心
English for Real-world Financial Communication-01班-英文,本,CLE071,English for Real-world Financial Communication English for Real-world Financial Communication,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"上课信息:
1-15周,星期五第3-4节 一教303",,,,22 / 21,3 / 0,语言中心
English for Real-world Financial Communication-02班-英文,本,CLE071,English for Real-world Financial Communication English for Real-world Financial Communication,选修,外语类,英文,2.0,32.0,MIGUEL ANGEL MARQUEZ MARTINEZ,"上课信息:
1-15周,星期五第5-6节 一教303",,,,22 / 22,3 / 0,语言中心
基础汉语Ⅱ-01班-中文-仅向留学生开放选课,研,CLE7002,基础汉语Ⅱ Elementary Chinese II,必修,通识必修课,中文,2.0,64.0,沈蔚,"1-15周,星期一第7-8节 一教220 1-15周,星期四第3-4节 一教220",仅向留学生开放选课,,年级:2025;学院:深圳理工大学;层次:硕士;,0/0,20/15,语言中心
英语(JEI) 下-01班-英文-后置名单,本,CLEJ002,英语(JEI)下 JEI English II,必修,通识必修课,英文,8.0,128.0,BEATRICE DAISY CLEGG,"1-15周,星期一第5-6节 一教411 1-15周,星期二第3-4节 一教411 1-15周,星期四第3-4节 一教411 1-15周,星期五第3-4节 一教411",联合医学院生物医学科学1班,年级:2025;学院:南方科技大学伦敦国王学院医学院;专业:生物医学科学;,,23/22,0/0,语言中心
英语(JEI) 下-02班-英文-后置名单,本,CLEJ002,英语(JEI)下 JEI English II,必修,通识必修课,英文,8.0,128.0,SAMUEL JAMES WHITAKER,"1-15周,星期一第5-6节 一教410 1-15周,星期二第3-4节 一教410 1-15周,星期四第3-4节 一教410 1-15周,星期五第3-4节 一教410",联合医学院生物医学科学2班,年级:2025;学院:南方科技大学伦敦国王学院医学院;专业:生物医学科学;,,23/21,0/0,语言中心
英语(JEI)下-03班-英文-后置名单,本,CLEJ002,英语(JEI)下JEI English II,必修,通识必修课,英文,8.0,128.0,BEATRICE DAISY CLEGG,"1-15周,星期一第3-4节一教411 1-15周,星期二第5-6节一教411 1-15周,星期四第1-2节一教411 1-15周,星期五第5-6节一教411",联合医学院生物医学工程1班,年级:2025;学院:南方科技大学伦敦国王学院医学院;专业:生物医学工程;,,23/22,0/0,语言中心
英语(JEI)下-04班-英文-后置名单,本,CLEJ002,英语(JEI)下JEI English II,必修,通识必修课,英文,8.0,128.0,SAMUEL JAMES WHITAKER,"1-15周,星期一第3-4节一教410 1-15周,星期二第5-6节一教410 1-15周,星期四第1-2节一教410 1-15周,星期五第5-6节一教410",联合医学院生物医学工程2班,年级:2025;学院:南方科技大学伦敦国王学院医学院;专业:生物医学工程;,,23/22,0/0,语言中心
人工智能与应用-01班-双语,本,COE102,人工智能与应用AI and AI Applications,选修,专业导论类,双语,3.0,48.0,LIU JIANG (刘江) 安丰伟,"1-15周,星期二第3-4节一教526 9周,星期六第5-6节一教527 10-15周,星期三第5-6节一教527",,,,60/16,0/0,工学院
人类进化-01班-双语,本,BIO108,人类进化 Human Evolution,选修,专业导论类,双语,2.0,32.0,邓怿,"1-15周,星期三第7-8节 一教524",,,,30 / 22,0 / 0,生命科学学院
生物化学I（生物大分子）-01班-双语,本,BIO201,生物化学I（生物大分子） Biochemistry (Macromolecules),必修,专业基础课,双语,3.0,48.0,杜嘉木,"1-15单周,星期一第9-10节 一教426 1-14周,星期三第3-4节 一教426 14周,星期一第9-10节 一教426",,,,40 / 35,0 / 0,生物系
生物化学II（新陈代谢）-01班-英文,本,BIO202,生物化学II（新陈代谢） Biochemistry II (Metabolism),必修,专业基础课,英文,3.0,48.0,沈庆涛 刘忠民 饶枫,"1-8,10-15周,星期二第1-2节 一教425 1-15周,星期二第1-2节 一教425 1-15单周,星期四第3-4节 一教425 8周,星期六第5-6节 一教425",,,,20 / 8,0 / 0,生物系
生物化学II（新陈代谢）-02班-双语,本,BIO202,生物化学II（新陈代谢） Biochemistry II (Metabolism),必修,专业基础课,双语,3.0,48.0,沈庆涛 刘忠民 饶枫,"1-7,9-15周,星期三第3-4节 一教425 1-15周,星期三第3-4节 一教425 1-3-15周,星期三第3-4节 一教425 2-14双周,星期一第1-2节 一教425 3周,星期六第1-2节 一教425 8周,星期六第5-6节 一教425",,,,20 / 20,0 / 0,生物系
人工智能大模型-01班-双语,本,COE201,人工智能大模型 Large AI Models,必修,专业基础课,双语,3.0,64.0,张美莹,"1-15周,星期一第3-4节 智华楼308
1-15周,星期一第7-8节 智华楼502机房",,,,30 / 29,0 / 0,工学院
人工智能数学基础-01班-双语,本,COE202,人工智能数学基础 Mathematical Foundations of AI,选修,专业选修课,双语,3.0,48.0,尧伟,"1-15周,星期二第9-10节 一教306
1-15单周,星期四第9-10节 一教306",,,,40 / 29,0 / 0,工学院
研究生游泳选修课-01班-中文,研,CPE5003,研究生游泳选修课 Graduate PE Class: Swimming,选修,通识选修课,中文,0.0,32.0,王鑫,"1-15周,星期三第7-8节 游泳馆",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,32 / 31,体育中心
网球-01班-中文,研,CPE5016,网球 Tennis,选修,通识选修课,中文,0.0,32.0,赵一品,"1-15周,星期五第1-2节 欣园网球场",,,年级:2025;学院:深圳理工大学;层次:硕士;,0 / 0,32 / 32,体育中心
数理逻辑导论-01班-英文,本,CS104,数理逻辑导论 Introduction to Mathematical Logic,必修,专业必修课,英文,2.0,32.0,陶伊达,"1-15周,星期三第3-4节 智华楼208",,,,140 / 110,0 / 0,计算机科学与工程系
计算机程序设计基础-01班-英文,本,CS109,计算机程序设计基础 Introduction to Computer Programming,必修,通识必修课,英文,3.0,64.0,刘烨庞,"1-15周,星期二第3-4节 一教107",,,,135 / 101,0 / 0,计算机科学与工程系
计算机程序设计基础-01班-英文-1组,本,CS109,计算机程序设计基础 Introduction to Computer Programming,必修,通识必修课,英文,3.0,64.0,刘烨庞,"主任务: 1-15周,星期二第3-4节 一教107; 课内实验: 1-15周,星期二第5-6节 智华楼503机房",,,,45 / 15,0 / 0,计算机科学与工程系
Python程序设计基础-02班-双语,本,CS112,Python程序设计基础 Introduction to Python Programming,必修,通识必修课,双语,3.0,64.0,高科,"上课信息: 1-15周,星期三第5-6节 智华楼510机房 1-15周,星期三第7-8节 智华楼510机房",,,,50 / 50,0 / 0,计算机科学与工程系
Python程序设计基础-03班-双语,本,CS112,Python程序设计基础 Introduction to Python Programming,必修,通识必修课,双语,3.0,64.0,冯宇亮 鲁昊骋 曹阳坡,"上课信息: 1-5,7,9-15周,星期一第7-8节 智华楼105 1-15周,星期一第9-10节 智华楼510机房 6周,星期一第7-8节 智华楼105 8周,星期一第7-8节 智华楼105",,,,50 / 54,0 / 0,计算机科学与工程系
Python程序设计基础-04班-双语,本,CS112,Python程序设计基础 Introduction to Python Programming,必修,通识必修课,双语,3.0,64.0,李职秀,"上课信息: 1-15周,星期三第5-6节 智华楼511机房 1-15周,星期三第7-8节 智华楼511机房",,,,50 / 49,0 / 0,计算机科学与工程系
Python程序设计基础-05班-双语,本,CS112,Python程序设计基础 Introduction to Python Programming,必修,通识必修课,双语,3.0,64.0,苑秋月,"上课信息: 1-15周,星期五第7-8节 智华楼105 1-15周,星期五第9-10节 智华楼508机房",,,,74 / 72,0 / 0,计算机科学与工程系
Matlab程序设计基础-01班-英文,本,CS113,Matlab程序设计基础 Introduction to Matlab Programming,必修,通识必修课,英文,3.0,64.0,王怡然,"上课信息: 1-15周,星期一第7-8节 智华楼509机房 1-15周,星期一第9-10节 智华楼509机房",,,,50 / 44,0 / 0,计算机科学与工程系
离散数学-01班-英文,本,CS201,离散数学 Discrete Mathematics,必修,专业基础课,英文,3.0,48.0,唐茗,"上课信息: 1-15周,星期一第5-6节 智华楼208 2-14双周,星期三第7-8节 智华楼208",,,,157 / 133,0 / 0,计算机科学与工程系
计算机组成原理-01班-英文,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,英文,3.0,64.0,张进 YUHUI BAI (白雨卉),"上课信息: 1-7,9-15周,星期一第9-10节 智华楼106 8周,星期一第9-10节 智华楼106",,,,135 / 103,0 / 0,计算机科学与工程系
计算机组成原理-01班-英文-1组,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,英文,3.0,64.0,主任务: 张进 YUHUI BAI (白雨卉) 课内实验: 王薇,"上课信息: 1-7,9-15周,星期一第9-10节 智华楼106 8周,星期一第9-10节 智华楼106 课内实验: 王薇 上课信息: 1-15周,星期二第3-4节 智华楼509机房",,,,45 / 46,0 / 0,计算机科学与工程系
计算机组成原理-01班-英文-2组,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,英文,3.0,64.0,张进 YUHUI BAI (白雨卉) 王薇,"主任务: 1-7,9-15周,星期一第9-10节 智华楼106 8周,星期一第9-10节 智华楼106 课内实验: 1-15周,星期三第5-6节 智华楼509机房",,,,45 / 22,0 / 0,计算机科学与工程系
计算机组成原理-01班-英文-3组,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,英文,3.0,64.0,张进 YUHUI BAI (白雨卉) 王薇,"主任务: 1-7,9-15周,星期一第9-10节 智华楼106 8周,星期一第9-10节 智华楼106 课内实验: 1-15周,星期五第3-4节 智华楼510机房",,,,45 / 35,0 / 0,计算机科学与工程系
计算机组成原理-02班-双语,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,双语,3.0,64.0,,"YUHUI BAI (白雨卉) 张进 上课信息: 1-9,11-15周,星期二第3-4节 智华楼208 10周,星期二第3-4节 智华楼208",,,,90/107,0/0,计算机科学与工程系
计算机组成原理-02班-双语-1组,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,双语,3.0,64.0,,"主任务: YUHUI BAI (白雨卉) 张进 上课信息: 1-9,11-15周,星期二第3-4节 智华楼208 10周,星期二第3-4节 智华楼208 课内实验: YUHUI BAI (白雨卉) 朱悦铭 上课信息: 1-3,5-9,11-15周,星期二第5-6节 智华楼510机房 4周,星期二第5-6节 智华楼404 10周,星期二第5-6节 智华楼510机房",,,,45/53,0/0,计算机科学与工程系
计算机组成原理-02班-双语-2组,本,CS202,计算机组成原理 Computer Organization,必修,专业基础课,双语,3.0,64.0,YUHUI BAI (白雨卉) 张进 王薇,"主任务: YUHUI BAI (白雨卉) 张进 上课信息: 1-9,11-15周,星期二第3-4节 智华楼208 10周,星期二第3-4节 智华楼208 课内实验: 王薇 上课信息: 1-15周,星期二第5-6节 智华楼509机房",,,,45 / 54,0 / 0,计算机科学与工程系
数字逻辑-01班-英文,本,CS207,数字逻辑,必修,专业基础课,英文,3.0,64.0,郑明凯,"1-15周,星期五第3-4节 普华楼102
1-15周,星期五第5-6节 普华楼510机房",,,,50/31,0/0,计算机科学与工程系
算法设计与分析-01班-英文,本,CS208,算法设计与分析,必修,专业基础课,英文,3.0,64.0,郑明凯,"1-15周,星期四第3-4节一教107",,,,80/49,0/0,计算机科学与工程系
算法设计与分析-01班-英文-1组,本,CS208,算法设计与分析,必修,专业基础课,英文,3.0,64.0,郑明凯 赵耀,"1-15周,星期四第3-4节一教107 1-15周,星期四第9-10节 智华楼502机房",,,,45/36,0/0,计算机科学与工程系
算法设计与分析-01班-英文-2组,本,CS208,算法设计与分析 Algorithm Design and Analysis,必修,专业基础课,英文,3.0,64.0,"郑明凯, 朱悦铭","主任务: 郑明凯 上课信息: 1-15周,星期四第3-4节 一教107 课内实验: 朱悦铭 上课信息: 1-15周,星期五第3-4节 智华楼503机房",,,,35 / 13,0 / 0,计算机科学与工程系
算法设计与分析-02班-双语,本,CS208,算法设计与分析 Algorithm Design and Analysis,必修,专业基础课,双语,3.0,64.0,SHI YUHUI(史玉回),"SHI YUHUI(史玉回) 上课信息: 1-15周,星期三第3-4节 智华楼206",,,,105 / 126,0 / 0,计算机科学与工程系
算法设计与分析-02班-双语-1组,本,CS208,算法设计与分析 Algorithm Design and Analysis,必修,专业基础课,双语,3.0,64.0,SHI YUHUI(史玉回),"主任务: SHI YUHUI(史玉回) 上课信息: 1-15周,星期三第3-4节 智华楼206 课内实验: SHI YUHUI(史玉回) 上课信息: 1-15周,星期三第5-6节 智华楼506机房",,,,35 / 45,0 / 0,计算机科学与工程系
算法设计与分析-02班-双语-2组,本,CS208,算法设计与分析 Algorithm Design and Analysis,必修,专业基础课,双语,3.0,64.0,主任务: SHI YUHUI(史玉回) 课内实验: 朱悦铭,"1-15周,星期三第3-4节 智华楼206 1-15周,星期五第5-6节 智华楼503机房",,,,35 / 42,0 / 0,计算机科学与工程系
算法设计与分析-02班-双语-3组,本,CS208,算法设计与分析 Algorithm Design and Analysis,必修,专业基础课,双语,3.0,64.0,主任务: SHI YUHUI(史玉回) 课内实验: 赵耀,"1-15周,星期三第3-4节 智华楼206 1-15周,星期五第5-6节 智华楼502机房",,,,35 / 39,0 / 0,计算机科学与工程系
微生物学-01班-英文,本,BIO203,微生物学 Microbiology,必修,专业基础课,英文,3.0,48.0,欧西军,"上课信息:
1-15周,星期二第5-6节 一教426
2-14双周,星期四第3-4节 一教426",选课要求:2024级生物科学专业必修课，生物信息学专业选修课,,,30 / 14,0 / 0,生物系
细胞生物学-01班-双语,本,BIO206,细胞生物学 Cell Biology,必修,专业核心课,双语,3.0,48.0,邓怿,"上课信息:
1-15周,星期二第5-6节 一教304
2-14双周,星期四第7-8节 一教304",,,,50 / 15,0 / 0,生物系
植物生理学-01班-双语,本,BIO207-15,植物生理学 Plant Physiology,选修,专业选修课,双语,3.0,48.0,梁建生,"上课信息:
1-15周,星期一第7-8节 一教226
2-6双,10-14双周,星期五第3-4节 一教226
7周,星期四第5-6节 一教220",,,,30 / 4,0 / 0,生物系
生物统计学-01班-双语,本,BIO210,生物统计学 Biostatistics,必修,专业基础课,双语,3.0,48.0,陈曦,"上课信息:
1-15单周,星期一第5-6节 一教322
1-15周,星期五第9-10节 一教322",选课要求:2024级生物科学专业基础课，生,,,30 / 21,0 / 0,生物系
算法设计与分析(H)-01班-双语,本,CS216,算法设计与分析(H) Algorithm Design and Analysis (H),必修,专业基础课,双语,3.0,64.0,陈杉,"1-11,13-15周,星期四第3-4节 智华楼305
1-11,13-15周,星期四第9-10节 智华楼503机房
12周,星期六第5-6节 智华楼305
12周,星期六第7-8节 智华楼503机房",,,,47 / 36,0 / 0,计算机科学与工程系
计算机高级程序设计-01班-英文,本,CS219,计算机高级程序设计 Advanced Programming,选修,专业选修课,英文,3.0,64.0,于仕琪,"1-15周,星期二第7-8节 智华楼205
1-15周,星期二第9-10节 智华楼511机房",,,,54 / 38,0 / 0,计算机科学与工程系
计算机操作系统-01班-英文,本,CS302,计算机操作系统 Operating Systems,必修,专业核心课,英文,3.0,64.0,张殷乾,"1-15周,星期一第7-8节 一教107",,,,164 / 155,0 / 0,计算机科学与工程系
